EventId,EventTemplate,Occurrences
8d44ea73,kernel.core_uses_pid = <*>,1
2b590d41,audit: initializing netlink socket ( disabled ),1
db4e6b0e,apm: BIOS version <*> Flags 0x03 ( Driver version 1.16ac ),1
2e450820,PCI: Using IRQ router PIIX/ICH [8086/2410] at 0000:00:1f.0,1
4fb9993c,Transparent bridge - 0000:00:1e.0,1
2b780e69,PCI: Probing PCI hardware ( bus <*> ),1
1f72ed8d,PCI: Probing PCI hardware,1
ea8a8d97,PCI: Invalid ACPI-PCI IRQ routing table,1
cafc1bbd,ACPI: ACPI tables contain no PCI IRQ routing entries,1
158c34d8,SELinux: Initializing.,1
25be35b6,Real Time Clock Driver v1.12,1
07f11778,Linux agpgart interface v0.100 ( c ) Dave <*>es,1
81c494b0,"Memory: 125312k/129720k available ( 1540k kernel code, 3860k reserved, 599k data, 144k init, 0k highmem )",1
42c8f8f4,authentication failure; logname = uid = <*> euid = <*> tty = :0 ruser = rhost =,1
03649f38,Couldn't authenticate user,1
c80127b9,imps2: Auto-detected intellimouse PS/2,1
4e8c467f,Calibrating delay loop... <*> BogoMIPS,1
62e4b78e,*** info [mice.c ( <*> ) ]:,1
4124b970,"klogd 1.4.1, log source = /proc/kmsg started.",1
eed92dd3,Linux version 2.6.5-1.358 ( bhcompile@bugs.build.redhat.com ) ( gcc version 3.3.3 <*> ( Red Hat Linux 3.3.3-7 ) ) #1 Sat May <*> <*> EDT <*>,1
8c537990,BIOS-provided physical RAM map:,1
64e68fc2,Received SNMP packet ( s ) from <*>,1
42e1da55,zapping low mappings.,1
01107b83,session opened for user root by LOGIN ( uid = <*> ),1
5f45a05e,DMI <*> present.,1
a7228435,On node <*> totalpages: <*>,1
a1eb9327,User unknown timed out after <*> seconds at Sat <*> <*> <*> <*>,1
a5b547df,Console: colour VGA+ 80x25,1
85959353,Using tsc for high-res timesource,1
8c112e82,Version 1.0.6 Starting,1
481e7ae7,Detected <*> MHz processor.,1
45e5ce07,ACPI disabled because your bios is from <*> and too old,1
7149ce8b,"CPU <*> irqstacks, hard = <*> soft = <*>",1
e2234786,ROOT LOGIN ON tty2,1
4845b66c,mapped 4G/4G trampoline to ffff3000.,1
ea3f2a3d,Kernel command line: ro root = LABEL = / rhgb quiet,1
4d847ed1,Built <*> zonelists,1
2dc02775,You can enable it with acpi = force,1
fe3c862d,Initializing CPU#0,1
9998416d,warning: can't get client address: Connection reset by peer,2
4f948336,<*> <*> available.,2
f1205e3c,usbcore: registered new driver <*>,2
762c8c24,"ANONYMOUS FTP LOGIN FROM <*>, ( anonymous )",2
d657dc84,"<*> zone: <*> pages, LIFO <*>",3
0fcef860,getpeername ( ftpd ) : Transport endpoint is not connected,4
42120695,<*> hash table entries: <*> ( <*> <*> <*> bytes ),4
1dc76b69,BIOS-e820: <*> - <*> ( <*> ),5
6f97e9d4,restart.,7
2315719c,<*> startup succeeded,8
a8220517,<*> device node <*>,8
89d42be5,Authentication failed from <*> ( <*> ) : Permission denied in replay cache code,8
d6254e1a,cupsd <*> succeeded,12
a908e634,Authentication failed from <*> ( <*> ) : Software caused connection abort,15
a82d5ea6,notify question section contains no SOA,16
dea5ca56,Kerberos authentication failed,23
a757c0c2,ALERT exited abnormally with [1],43
b780997e,check pass; user unknown,117
db937e3f,authentication failure; logname = uid = <*> euid = <*> tty = NODEVssh ruser = rhost = <*>,117
4ac69790,session opened for user <*> by ( uid = <*> ),122
27624832,session closed for user <*>,123
4edb21d6,authentication failure; logname = uid = <*> euid = <*> tty = NODEVssh ruser = rhost = <*> user = <*>,372
0c83ab65,connection from <*> ( <*> ) at <*> <*> <*> <*> <*>,909
